timestamp,transformer_id,voltage_kV,current_A,load_percentage,oil_temperature_c,winding_temperature_c,ambient_temperature_c,vibration_mm_s,dissolved_hydrogen_ppm,dissolved_methane_ppm,dissolved_acetylene_ppm,power_factor,cooling_status,weather_condition,stress_index,anomaly_flag,temp_diff_winding_oil,temp_diff_oil_ambient,apparent_power_mva,active_power_mw,c2h2_to_h2_ratio,ch4_to_h2_ratio,hour,hour_sin,hour_cos,is_peak_hours,weather_Clear,weather_Heatwave,weather_Overcast,weather_Rainy
2026-06-13 10:00:00,TX-ALPHA-01,134.85,582.02,73.94,52.83,64.77,24.63,2.404,13.32,26.36,2.12,0.895,1,Overcast,20.37,0,11.94,28.2,135.94,121.67,0.1592,1.979,10,0.5,-0.866,1,0,0,1,0
2026-06-13 11:00:00,TX-ALPHA-01,131.97,582.29,73.7,53.53,67.94,27.26,2.409,41.25,12.32,1.77,0.911,1,Overcast,22.89,0,14.41,26.27,133.1,121.25,0.0429,0.2987,11,0.2588,-0.9659,1,0,0,1,0
2026-06-13 12:00:00,TX-ALPHA-01,132.22,617.22,76.7,56.36,70.82,31.19,3.023,11.92,12.49,1.5,0.92,1,Clear,30.73,0,14.46,25.17,141.35,130.04,0.1258,1.0478,12,0.0,-1.0,1,1,0,0,0
2026-06-13 13:00:00,TX-ALPHA-01,133.8,645.26,79.69,60.5,76.1,31.5,2.49,30.32,21.59,0.43,0.945,1,Clear,33.67,0,15.6,29.0,149.54,141.32,0.0142,0.7121,13,-0.2588,-0.9659,0,1,0,0,0
2026-06-13 14:00:00,TX-ALPHA-01,133.79,584.36,73.15,58.21,71.64,32.09,2.763,13.15,23.29,0.77,0.886,1,Clear,27.78,0,13.43,26.12,135.41,119.97,0.0586,1.7711,14,-0.5,-0.866,0,1,0,0,0
2026-06-13 15:00:00,TX-ALPHA-01,131.11,555.24,69.01,58.38,69.47,32.11,2.724,41.71,23.51,0.3,0.934,1,Rainy,23.33,0,11.09,26.27,126.09,117.77,0.0072,0.5637,15,-0.7071,-0.7071,0,0,0,0,1
2026-06-13 16:00:00,TX-ALPHA-01,130.63,528.11,67.06,56.39,67.39,31.94,2.678,12.25,8.13,0.83,0.916,1,Clear,20.18,0,11.0,24.45,119.49,109.45,0.0678,0.6637,16,-0.866,-0.5,0,1,0,0,0
2026-06-13 17:00:00,TX-ALPHA-01,127.92,422.72,51.66,52.1,58.56,27.43,2.135,70.89,11.45,0.26,0.92,0,Overcast,1.78,0,6.46,24.67,93.66,86.17,0.0037,0.1615,17,-0.9659,-0.2588,0,0,0,1,0
2026-06-13 18:00:00,TX-ALPHA-01,131.07,388.66,47.85,48.04,53.56,25.03,1.598,14.45,24.74,0.78,0.935,0,Overcast,0.0,0,5.52,23.01,88.23,82.5,0.054,1.7121,18,-1.0,-0.0,1,0,0,1,0
2026-06-13 19:00:00,TX-ALPHA-01,131.66,460.27,56.76,49.35,58.66,24.58,2.358,12.76,9.54,0.26,0.878,0,Rainy,6.09,0,9.31,24.77,104.96,92.15,0.0204,0.7476,19,-0.9659,0.2588,1,0,0,0,1
2026-06-13 20:00:00,TX-ALPHA-01,128.73,485.98,60.52,39.66,48.86,20.81,2.355,10.54,70.07,0.41,0.963,1,Clear,8.27,0,9.2,18.85,108.36,104.35,0.0389,6.648,20,-0.866,0.5,1,1,0,0,0
2026-06-13 21:00:00,TX-ALPHA-01,131.14,536.41,65.68,46.75,60.04,27.28,2.388,40.15,8.12,1.4,0.977,1,Heatwave,11.48,0,13.29,19.47,121.84,119.04,0.0349,0.2022,21,-0.7071,0.7071,1,0,1,0,0
2026-06-13 22:00:00,TX-ALPHA-01,130.78,597.88,73.71,44.37,56.81,17.39,2.787,10.11,14.2,0.41,0.927,1,Clear,18.55,0,12.44,26.98,135.43,125.54,0.0406,1.4045,22,-0.5,0.866,0,1,0,0,0
2026-06-13 23:00:00,TX-ALPHA-01,132.35,588.07,75.17,43.77,59.53,21.65,2.493,45.36,16.15,0.52,0.9,1,Heatwave,17.64,0,15.76,22.12,134.81,121.33,0.0115,0.356,23,-0.2588,0.9659,0,0,1,0,0
2026-06-14 00:00:00,TX-ALPHA-01,130.44,617.82,78.69,41.52,56.74,13.16,2.439,11.98,8.88,2.12,0.934,1,Rainy,19.37,0,15.22,28.36,139.58,130.37,0.177,0.7412,0,0.0,1.0,0,0,0,0,1
2026-06-14 01:00:00,TX-ALPHA-01,131.7,631.53,78.67,40.65,54.9,11.38,2.438,15.12,13.68,0.6,0.967,1,Clear,19.35,0,14.25,29.27,144.06,139.31,0.0397,0.9048,1,0.2588,0.9659,0,1,0,0,0
2026-06-14 02:00:00,TX-ALPHA-01,132.05,586.75,75.8,40.04,53.08,10.93,2.649,21.88,9.1,0.58,0.94,1,Clear,18.94,0,13.04,29.11,134.2,126.15,0.0265,0.4159,2,0.5,0.866,0,1,0,0,0
2026-06-14 03:00:00,TX-ALPHA-01,132.84,551.85,69.15,36.27,49.7,12.18,2.332,16.29,19.86,0.37,0.932,1,Rainy,13.16,0,13.43,24.09,126.97,118.34,0.0227,1.2192,3,0.7071,0.7071,0,0,0,0,1
2026-06-14 04:00:00,TX-ALPHA-01,131.7,500.11,63.17,34.87,44.38,14.76,2.258,23.61,28.21,0.59,0.951,1,Clear,9.23,0,9.51,20.11,114.08,108.49,0.025,1.1948,4,0.866,0.5,0,1,0,0,0
2026-06-14 05:00:00,TX-ALPHA-01,133.77,437.34,52.57,39.61,46.93,13.99,2.253,19.5,27.37,0.36,0.89,0,Rainy,3.02,0,7.32,25.62,101.33,90.18,0.0185,1.4036,5,0.9659,0.2588,0,0,0,0,1
2026-06-14 06:00:00,TX-ALPHA-01,131.45,403.06,50.57,42.05,48.67,18.56,2.071,12.39,12.25,0.28,0.878,0,Clear,0.76,0,6.62,23.49,91.77,80.57,0.0226,0.9887,6,1.0,0.0,0,1,0,0,0
2026-06-14 07:00:00,TX-ALPHA-01,132.71,449.81,56.49,42.19,51.96,18.14,2.241,22.11,17.18,0.37,0.94,0,Rainy,5.23,0,9.77,24.05,103.39,97.19,0.0167,0.777,7,0.9659,-0.2588,0,0,0,0,1
2026-06-14 08:00:00,TX-ALPHA-01,130.89,454.66,55.34,50.79,58.74,28.68,2.157,30.43,38.19,0.64,0.949,0,Heatwave,4.06,0,7.95,22.11,103.08,97.82,0.021,1.255,8,0.866,-0.5,0,0,1,0,0
2026-06-14 09:00:00,TX-ALPHA-01,133.05,444.67,55.9,49.49,57.57,23.9,2.42,18.53,30.64,0.56,0.965,0,Rainy,5.96,0,8.08,25.59,102.47,98.88,0.0302,1.6535,9,0.7071,-0.7071,1,0,0,0,1
2026-06-14 10:00:00,TX-ALPHA-01,132.64,616.53,76.59,56.72,72.66,28.67,2.39,18.98,24.59,0.55,0.903,1,Clear,28.4,0,15.94,28.05,141.64,127.9,0.029,1.2956,10,0.5,-0.866,1,1,0,0,0
2026-06-14 11:00:00,TX-ALPHA-01,131.02,669.18,84.81,63.85,79.76,29.43,2.209,44.24,16.93,1.18,0.917,1,Clear,38.02,0,15.91,34.42,151.86,139.26,0.0267,0.3827,11,0.2588,-0.9659,1,1,0,0,0
2026-06-14 12:00:00,TX-ALPHA-01,133.44,633.86,78.65,59.77,75.33,30.35,2.921,29.71,25.62,3.16,0.885,1,Clear,35.02,0,15.56,29.42,146.5,129.65,0.1064,0.8623,12,0.0,-1.0,1,1,0,0,0
2026-06-14 13:00:00,TX-ALPHA-01,133.51,627.4,79.11,62.61,78.8,30.97,2.607,16.23,32.45,0.27,0.871,1,Rainy,36.28,0,16.19,31.64,145.08,126.36,0.0166,1.9994,13,-0.2588,-0.9659,0,0,0,0,1
2026-06-14 14:00:00,TX-ALPHA-01,132.77,540.73,68.63,57.21,68.6,31.66,2.313,10.64,12.66,0.86,0.986,1,Overcast,19.91,0,11.39,25.55,124.35,122.61,0.0808,1.1898,14,-0.5,-0.866,0,0,0,1,0
2026-06-14 15:00:00,TX-ALPHA-01,132.5,539.01,67.16,56.69,67.88,32.37,2.268,21.4,17.97,0.93,0.869,1,Clear,18.19,0,11.19,24.32,123.7,107.5,0.0435,0.8397,15,-0.7071,-0.7071,0,1,0,0,0
2026-06-14 16:00:00,TX-ALPHA-01,132.53,494.69,61.6,54.79,65.43,31.08,2.099,24.65,19.07,0.74,0.935,1,Clear,11.88,0,10.64,23.71,113.56,106.18,0.03,0.7736,16,-0.866,-0.5,0,1,0,0,0
2026-06-14 17:00:00,TX-ALPHA-01,131.22,461.35,57.04,51.64,59.78,27.38,2.613,14.86,17.8,0.54,0.916,0,Rainy,7.78,0,8.14,24.26,104.86,96.05,0.0363,1.1978,17,-0.9659,-0.2588,0,0,0,0,1
2026-06-14 18:00:00,TX-ALPHA-01,128.88,437.71,55.11,49.71,57.27,24.52,2.186,63.88,16.76,0.96,0.969,0,Clear,4.1,0,7.56,25.19,97.71,94.68,0.015,0.2624,18,-1.0,-0.0,1,1,0,0,0
2026-06-14 19:00:00,TX-ALPHA-01,130.93,443.24,56.17,48.83,57.64,23.68,2.076,11.9,8.45,0.24,0.967,0,Clear,4.05,0,8.81,25.15,100.52,97.2,0.0202,0.7101,19,-0.9659,0.2588,1,1,0,0,0
2026-06-14 20:00:00,TX-ALPHA-01,131.28,478.43,58.93,48.12,59.67,21.91,1.976,22.69,12.85,0.5,0.904,0,Clear,5.21,0,11.55,26.21,108.79,98.35,0.022,0.5663,20,-0.866,0.5,1,1,0,0,0
2026-06-14 21:00:00,TX-ALPHA-01,132.42,539.71,66.19,44.76,55.33,19.67,2.821,19.87,25.01,0.46,0.888,1,Rainy,14.37,0,10.57,25.09,123.79,109.93,0.0232,1.2587,21,-0.7071,0.7071,1,0,0,0,1
2026-06-14 22:00:00,TX-ALPHA-01,132.31,1005.25,125.66,43.17,84.74,16.97,2.395,22.29,16.68,0.28,0.872,1,Rainy,54.62,1,41.57,26.2,230.37,200.88,0.0126,0.7483,22,-0.5,0.866,0,0,0,0,1
2026-06-14 23:00:00,TX-ALPHA-01,131.59,615.39,77.04,45.6,60.14,16.21,2.341,13.2,23.24,0.45,0.943,1,Rainy,17.93,0,14.54,29.39,140.26,132.27,0.0341,1.7606,23,-0.2588,0.9659,0,0,0,0,1
2026-06-15 00:00:00,TX-ALPHA-01,129.58,623.06,78.86,45.63,59.34,15.8,2.512,27.85,42.63,4.52,0.889,1,Clear,19.9,0,13.71,29.83,139.84,124.32,0.1623,1.5307,0,0.0,1.0,0,1,0,0,0
2026-06-15 01:00:00,TX-ALPHA-01,132.6,624.81,77.56,46.07,61.63,21.74,2.485,17.74,20.08,0.98,0.875,1,Heatwave,18.98,0,15.56,24.33,143.5,125.56,0.0552,1.1319,1,0.2588,0.9659,0,0,1,0,0
2026-06-15 02:00:00,TX-ALPHA-01,134.05,547.04,68.45,34.99,45.65,11.72,8.13,24.81,38.87,5.0,0.915,1,Clear,34.03,1,10.66,23.27,127.01,116.21,0.2015,1.5667,2,0.5,0.866,0,1,0,0,0
2026-06-15 03:00:00,TX-ALPHA-01,134.03,523.94,64.38,33.69,44.21,10.54,2.63,40.55,10.39,2.56,0.918,1,Clear,12.17,0,10.52,23.15,121.63,111.66,0.0631,0.2562,3,0.7071,0.7071,0,1,0,0,0
2026-06-15 04:00:00,TX-ALPHA-01,130.37,556.55,66.92,37.68,49.03,12.63,2.341,19.65,10.21,0.55,0.895,1,Clear,11.91,0,11.35,25.05,125.67,112.47,0.028,0.5196,4,0.866,0.5,0,1,0,0,0
2026-06-15 05:00:00,TX-ALPHA-01,132.46,449.09,57.51,44.49,52.77,16.08,2.566,20.54,8.09,1.14,0.894,0,Clear,7.78,0,8.28,28.41,103.03,92.11,0.0555,0.3939,5,0.9659,0.2588,0,1,0,0,0
2026-06-15 06:00:00,TX-ALPHA-01,132.1,411.51,54.83,47.43,58.12,25.18,2.261,39.97,15.33,0.72,0.928,0,Heatwave,4.38,0,10.69,22.25,94.16,87.38,0.018,0.3835,6,1.0,0.0,0,0,1,0,0
2026-06-15 07:00:00,TX-ALPHA-01,131.91,472.47,57.65,48.45,59.5,26.79,2.194,13.42,29.02,0.85,0.923,0,Heatwave,5.63,0,11.05,21.66,107.95,99.64,0.0633,2.1624,7,0.9659,-0.2588,0,0,1,0,0
2026-06-15 08:00:00,TX-ALPHA-01,133.72,492.61,61.7,40.45,50.15,19.77,2.166,32.72,15.66,0.41,0.891,1,Clear,7.82,0,9.7,20.68,114.09,101.65,0.0125,0.4786,8,0.866,-0.5,0,1,0,0,0
2026-06-15 09:00:00,TX-ALPHA-01,131.99,558.8,69.47,70.92,91.41,24.38,2.349,14.97,10.44,0.23,0.974,0,Clear,49.62,1,20.49,46.54,127.75,124.43,0.0154,0.6974,9,0.7071,-0.7071,1,1,0,0,0
2026-06-15 10:00:00,TX-ALPHA-01,131.89,556.42,68.65,48.66,60.88,26.58,2.257,22.6,26.84,3.66,0.935,1,Clear,13.16,0,12.22,22.08,127.11,118.85,0.1619,1.1876,10,0.5,-0.866,1,1,0,0,0
2026-06-15 11:00:00,TX-ALPHA-01,133.02,629.29,78.68,57.38,71.97,29.15,2.719,19.59,12.7,2.63,0.922,1,Overcast,31.02,0,14.59,28.23,144.99,133.68,0.1343,0.6483,11,0.2588,-0.9659,1,0,0,1,0
2026-06-15 12:00:00,TX-ALPHA-01,130.43,629.29,81.35,64.51,82.05,32.14,2.617,17.49,11.59,0.54,0.895,1,Overcast,40.36,0,17.54,32.37,142.16,127.23,0.0309,0.6627,12,0.0,-1.0,1,0,0,1,0
2026-06-15 13:00:00,TX-ALPHA-01,134.93,652.97,80.07,61.03,77.44,31.87,2.807,13.6,32.22,2.7,0.921,1,Rainy,36.91,0,16.41,29.16,152.6,140.54,0.1985,2.3691,13,-0.2588,-0.9659,0,0,0,0,1
2026-06-15 14:00:00,TX-ALPHA-01,131.2,577.8,72.56,58.4,71.8,31.38,2.575,10.21,35.13,0.22,0.895,1,Clear,26.44,0,13.4,27.02,131.3,117.51,0.0215,3.4407,14,-0.5,-0.866,0,1,0,0,0
2026-06-15 15:00:00,TX-ALPHA-01,131.1,483.79,59.1,59.19,67.79,31.87,2.419,12.32,10.46,0.36,0.893,0,Rainy,14.32,0,8.6,27.32,109.86,98.1,0.0292,0.849,15,-0.7071,-0.7071,0,0,0,0,1
2026-06-15 16:00:00,TX-ALPHA-01,133.29,478.92,59.42,55.12,64.84,30.93,2.385,17.38,9.69,0.44,0.911,0,Overcast,11.84,0,9.72,24.19,110.57,100.73,0.0253,0.5575,16,-0.866,-0.5,0,0,0,1,0
2026-06-15 17:00:00,TX-ALPHA-01,133.2,451.3,52.79,53.73,62.32,29.38,2.085,12.63,10.28,0.45,0.946,0,Clear,4.07,0,8.59,24.35,104.12,98.5,0.0356,0.8139,17,-0.9659,-0.2588,0,1,0,0,0
2026-06-15 18:00:00,TX-ALPHA-01,132.13,436.67,52.59,53.29,62.31,27.5,2.265,17.79,8.03,1.72,0.924,0,Clear,5.02,0,9.02,25.79,99.93,92.34,0.0967,0.4514,18,-1.0,-0.0,1,1,0,0,0
2026-06-15 19:00:00,TX-ALPHA-01,134.41,436.45,55.68,51.38,60.34,24.58,2.168,26.96,9.52,0.26,0.91,0,Clear,4.6,0,8.96,26.8,101.61,92.47,0.0096,0.3531,19,-0.9659,0.2588,1,1,0,0,0
2026-06-15 20:00:00,TX-ALPHA-01,132.38,473.88,59.84,48.21,56.68,22.65,2.283,40.17,32.63,0.63,0.947,0,Clear,7.44,0,8.47,25.56,108.66,102.9,0.0157,0.8123,20,-0.866,0.5,1,1,0,0,0
2026-06-15 21:00:00,TX-ALPHA-01,131.28,567.16,72.94,44.41,57.04,18.35,2.381,25.14,67.45,1.4,0.927,1,Clear,15.67,0,12.63,26.06,128.96,119.55,0.0557,2.683,21,-0.7071,0.7071,1,1,0,0,0
2026-06-15 22:00:00,TX-ALPHA-01,133.71,649.63,78.08,44.33,60.86,16.8,2.245,10.03,11.62,0.78,0.852,1,Clear,18.57,0,16.53,27.53,150.45,128.18,0.0778,1.1585,22,-0.5,0.866,0,1,0,0,0
2026-06-15 23:00:00,TX-ALPHA-01,131.34,638.49,79.88,46.1,60.9,17.06,2.668,18.86,17.69,0.48,0.866,1,Clear,22.19,0,14.8,29.04,145.25,125.79,0.0255,0.938,23,-0.2588,0.9659,0,1,0,0,0
2026-06-16 00:00:00,TX-ALPHA-01,132.91,589.07,74.01,44.58,58.08,14.45,2.419,31.71,11.7,1.52,0.891,1,Rainy,16.52,0,13.5,30.13,135.61,120.83,0.0479,0.369,0,0.0,1.0,0,0,0,0,1
2026-06-16 01:00:00,TX-ALPHA-01,131.29,610.11,78.29,37.73,55.6,10.07,2.316,26.49,11.73,2.13,0.926,1,Clear,18.4,0,17.87,27.66,138.74,128.47,0.0804,0.4428,1,0.2588,0.9659,0,1,0,0,0
2026-06-16 02:00:00,TX-ALPHA-01,133.49,616.68,78.97,40.03,56.19,12.93,2.539,62.35,15.26,0.77,0.911,1,Rainy,20.13,0,16.16,27.1,142.58,129.89,0.0123,0.2447,2,0.5,0.866,0,0,0,0,1
2026-06-16 03:00:00,TX-ALPHA-01,129.94,523.62,68.47,38.66,48.85,12.07,2.222,10.33,9.16,1.11,0.934,1,Clear,12.11,0,10.19,26.59,117.85,110.07,0.1075,0.8867,3,0.7071,0.7071,0,1,0,0,0
2026-06-16 04:00:00,TX-ALPHA-01,133.14,506.55,62.31,33.84,45.3,11.36,2.39,39.31,15.47,1.43,0.879,1,Clear,9.52,0,11.46,22.48,116.81,102.68,0.0364,0.3935,4,0.866,0.5,0,1,0,0,0
2026-06-16 05:00:00,TX-ALPHA-01,132.96,445.79,56.04,41.89,49.47,15.74,2.429,10.88,13.04,1.08,0.937,0,Clear,6.1,0,7.58,26.15,102.66,96.19,0.0993,1.1985,5,0.9659,0.2588,0,1,0,0,0
2026-06-16 06:00:00,TX-ALPHA-01,133.65,416.89,52.13,43.42,50.05,17.51,2.182,51.63,13.21,0.67,0.92,0,Clear,2.33,0,6.63,25.91,96.51,88.79,0.013,0.2559,6,1.0,0.0,0,1,0,0,0
2026-06-16 07:00:00,TX-ALPHA-01,135.7,413.47,51.27,46.57,55.82,20.28,2.279,30.98,23.6,1.83,0.934,0,Clear,2.42,0,9.25,26.29,97.18,90.77,0.0591,0.7618,7,0.9659,-0.2588,0,1,0,0,0
2026-06-16 08:00:00,TX-ALPHA-01,132.11,497.45,63.51,43.92,54.43,21.84,2.441,14.52,29.87,1.21,0.915,1,Rainy,10.53,0,10.51,22.08,113.83,104.15,0.0833,2.0572,8,0.866,-0.5,0,0,0,0,1
2026-06-16 09:00:00,TX-ALPHA-01,130.36,582.33,71.42,51.22,64.0,23.25,2.322,16.31,12.78,0.94,0.939,1,Overcast,17.76,0,12.78,27.97,131.48,123.46,0.0576,0.7836,9,0.7071,-0.7071,1,0,0,1,0
2026-06-16 10:00:00,TX-ALPHA-01,132.86,582.54,71.54,53.23,65.54,27.25,2.474,56.17,10.83,1.44,0.939,1,Clear,20.02,0,12.31,25.98,134.05,125.87,0.0256,0.1928,10,0.5,-0.866,1,1,0,0,0
2026-06-16 11:00:00,TX-ALPHA-01,131.49,630.76,78.86,56.77,70.9,28.47,2.788,43.82,18.24,0.55,0.9,1,Clear,30.65,0,14.13,28.3,143.65,129.28,0.0126,0.4162,11,0.2588,-0.9659,1,1,0,0,0
2026-06-16 12:00:00,TX-ALPHA-01,131.68,633.37,78.83,58.73,75.58,28.66,2.714,13.17,16.83,0.71,0.88,1,Rainy,34.09,0,16.85,30.07,144.46,127.12,0.0539,1.2779,12,0.0,-1.0,1,0,0,0,1
2026-06-16 13:00:00,TX-ALPHA-01,135.6,594.51,70.97,57.0,71.32,32.66,2.409,37.49,17.45,0.27,0.915,1,Clear,24.12,0,14.32,24.34,139.63,127.76,0.0072,0.4655,13,-0.2588,-0.9659,0,1,0,0,0
2026-06-16 14:00:00,TX-ALPHA-01,130.93,554.43,70.16,52.83,65.0,31.62,2.245,16.27,10.43,0.21,0.933,1,Overcast,17.4,0,12.17,21.21,125.73,117.31,0.0129,0.6411,14,-0.5,-0.866,0,0,0,1,0
2026-06-16 15:00:00,TX-ALPHA-01,131.5,534.55,66.1,54.06,65.12,31.09,2.652,20.08,10.95,0.27,0.935,1,Clear,17.57,0,11.06,22.97,121.75,113.84,0.0134,0.5453,15,-0.7071,-0.7071,0,1,0,0,0
2026-06-16 16:00:00,TX-ALPHA-01,131.28,510.39,60.93,53.65,62.21,31.49,2.079,33.51,21.69,0.48,0.909,1,Clear,8.69,0,8.56,22.16,116.05,105.49,0.0143,0.6473,16,-0.866,-0.5,0,1,0,0,0
2026-06-16 17:00:00,TX-ALPHA-01,134.6,450.1,57.31,55.48,65.07,30.05,2.489,76.97,13.06,0.25,0.914,0,Clear,11.42,0,9.59,25.43,104.93,95.91,0.0032,0.1697,17,-0.9659,-0.2588,0,1,0,0,0
2026-06-16 18:00:00,TX-ALPHA-01,131.02,410.56,52.33,49.97,58.2,27.79,1.613,28.51,36.39,0.32,0.914,0,Clear,1.36,0,8.23,22.18,93.17,85.16,0.0112,1.2764,18,-1.0,-0.0,1,1,0,0,0
2026-06-16 19:00:00,TX-ALPHA-01,133.31,431.16,53.03,47.19,54.38,25.07,2.149,24.17,57.42,0.56,0.896,0,Clear,2.66,0,7.19,22.12,99.55,89.2,0.0232,2.3757,19,-0.9659,0.2588,1,1,0,0,0
2026-06-16 20:00:00,TX-ALPHA-01,133.45,1059.77,132.47,45.43,81.39,22.27,2.397,46.16,10.01,0.99,0.886,0,Clear,46.57,1,35.96,23.16,244.96,217.03,0.0214,0.2169,20,-0.866,0.5,1,1,0,0,0
2026-06-16 21:00:00,TX-ALPHA-01,132.1,492.96,64.14,42.15,52.95,20.24,2.293,19.12,16.76,0.21,0.963,1,Overcast,10.01,0,10.8,21.91,112.79,108.62,0.011,0.8766,21,-0.7071,0.7071,1,0,0,1,0
2026-06-16 22:00:00,TX-ALPHA-01,133.01,571.11,72.1,45.86,59.46,19.0,2.235,36.57,14.45,0.44,0.879,1,Overcast,14.3,0,13.6,26.86,131.57,115.65,0.012,0.3951,22,-0.5,0.866,0,0,0,1,0
2026-06-16 23:00:00,TX-ALPHA-01,132.78,521.14,66.67,33.68,45.92,14.11,2.426,34.2,15.2,1.21,0.859,1,Clear,12.28,0,12.24,19.57,119.85,102.95,0.0354,0.4444,23,-0.2588,0.9659,0,1,0,0,0
2026-06-17 00:00:00,TX-ALPHA-01,132.42,594.29,74.5,40.26,56.12,13.15,2.652,21.74,9.66,0.58,0.931,1,Overcast,18.21,0,15.86,27.11,136.31,126.9,0.0267,0.4443,0,0.0,1.0,0,0,0,1,0
2026-06-17 01:00:00,TX-ALPHA-01,131.15,612.83,77.19,42.4,56.2,14.12,2.923,20.92,9.06,3.54,0.942,1,Clear,21.4,0,13.8,28.28,139.21,131.14,0.1692,0.4331,1,0.2588,0.9659,0,1,0,0,0
2026-06-17 02:00:00,TX-ALPHA-01,130.11,603.81,74.56,44.33,60.03,18.89,2.855,43.45,8.98,0.52,0.948,1,Heatwave,19.46,0,15.7,25.44,136.07,128.99,0.012,0.2067,2,0.5,0.866,0,0,1,0,0
2026-06-17 03:00:00,TX-ALPHA-01,130.44,524.27,64.7,35.61,45.06,14.11,2.268,10.3,33.38,2.9,0.896,1,Clear,10.18,0,9.45,21.5,118.45,106.13,0.2816,3.2408,3,0.7071,0.7071,0,1,0,0,0
2026-06-17 04:00:00,TX-ALPHA-01,132.65,493.58,62.33,35.04,43.81,12.99,2.514,16.9,25.62,1.53,0.905,1,Rainy,10.28,0,8.77,22.05,113.4,102.63,0.0905,1.516,4,0.866,0.5,0,0,0,0,1
2026-06-17 05:00:00,TX-ALPHA-01,133.43,437.52,54.74,41.98,50.73,16.62,2.257,15.12,44.5,0.24,0.902,0,Clear,4.3,0,8.75,25.36,101.11,91.2,0.0159,2.9431,5,0.9659,0.2588,0,1,0,0,0
2026-06-17 06:00:00,TX-ALPHA-01,132.06,468.56,58.91,46.37,53.71,19.25,2.683,20.37,8.9,1.12,0.926,0,Overcast,9.3,0,7.34,27.12,107.18,99.25,0.055,0.4369,6,1.0,0.0,0,0,0,1,0
2026-06-17 07:00:00,TX-ALPHA-01,130.43,456.54,56.48,49.67,58.65,25.99,2.223,24.79,11.5,1.5,0.929,0,Heatwave,5.12,0,8.98,23.68,103.14,95.82,0.0605,0.4639,7,0.9659,-0.2588,0,0,1,0,0
2026-06-17 08:00:00,TX-ALPHA-01,131.17,497.94,61.76,42.94,52.89,18.28,2.146,38.79,31.27,0.28,0.98,1,Clear,7.74,0,9.95,24.66,113.13,110.87,0.0072,0.8061,8,0.866,-0.5,0,1,0,0,0
2026-06-17 09:00:00,TX-ALPHA-01,129.75,562.25,68.68,49.74,60.45,23.95,2.57,28.76,32.83,0.31,0.9,1,Overcast,14.69,0,10.71,25.79,126.36,113.72,0.0108,1.1415,9,0.7071,-0.7071,1,0,0,1,0
2026-06-17 10:00:00,TX-ALPHA-01,132.75,548.66,69.63,52.29,65.91,26.76,2.459,51.27,16.65,2.6,0.908,1,Clear,19.13,0,13.62,25.53,126.15,114.54,0.0507,0.3248,10,0.5,-0.866,1,1,0,0,0
2026-06-17 11:00:00,TX-ALPHA-01,130.36,633.31,83.14,60.65,75.23,29.04,2.501,20.16,18.21,0.42,0.928,1,Clear,35.02,0,14.58,31.61,143.0,132.7,0.0208,0.9033,11,0.2588,-0.9659,1,1,0,0,0
2026-06-17 12:00:00,TX-ALPHA-01,130.67,624.89,78.76,63.42,79.29,37.78,2.59,21.78,17.63,0.55,0.863,1,Heatwave,31.39,0,15.87,25.64,141.43,122.05,0.0253,0.8095,12,0.0,-1.0,1,0,1,0,0
2026-06-17 13:00:00,TX-ALPHA-01,131.61,587.99,75.49,58.72,74.09,29.98,2.475,16.2,17.95,0.38,0.898,1,Clear,29.46,0,15.37,28.74,134.04,120.37,0.0235,1.108,13,-0.2588,-0.9659,0,1,0,0,0
2026-06-17 14:00:00,TX-ALPHA-01,131.49,611.95,75.41,61.03,74.92,31.57,2.292,11.28,10.62,2.5,0.892,1,Clear,29.0,0,13.89,29.46,139.37,124.32,0.2216,0.9415,14,-0.5,-0.866,0,1,0,0,0
2026-06-17 15:00:00,TX-ALPHA-01,133.39,555.03,70.69,55.59,68.73,31.76,2.596,20.69,12.28,0.33,0.946,1,Clear,22.92,0,13.14,23.83,128.23,121.31,0.0159,0.5935,15,-0.7071,-0.7071,0,1,0,0,0
2026-06-01 00:00:00,TX-BETA-02,133.03,641.01,80.3,46.52,61.21,12.37,2.54,11.72,33.04,1.42,0.955,1,Clear,21.92,0,14.69,34.15,147.7,141.05,0.1212,2.8191,0,0.0,1.0,0,1,0,0,0
2026-06-01 01:00:00,TX-BETA-02,132.17,625.22,77.38,47.16,62.37,15.15,2.676,37.13,10.02,0.49,0.901,1,Clear,22.01,0,15.21,32.01,143.13,128.96,0.0132,0.2699,1,0.2588,0.9659,0,1,0,0,0
2026-06-01 02:00:00,TX-BETA-02,132.29,535.73,67.01,37.97,53.67,11.91,2.678,22.37,10.25,0.38,0.924,1,Overcast,13.99,0,15.7,26.06,122.75,113.42,0.017,0.4582,2,0.5,0.866,0,0,0,1,0
2026-06-01 03:00:00,TX-BETA-02,132.88,538.52,66.55,37.95,50.89,11.96,2.238,25.44,26.32,2.42,0.898,1,Clear,11.08,0,12.94,25.99,123.94,111.3,0.0951,1.0346,3,0.7071,0.7071,0,1,0,0,0
2026-06-01 04:00:00,TX-BETA-02,130.84,490.92,59.35,44.14,53.72,14.1,2.025,17.72,8.63,0.75,0.927,0,Clear,5.6,0,9.58,30.04,111.25,103.13,0.0423,0.487,4,0.866,0.5,0,1,0,0,0
